Size,Time,Instructions
3033,668070,22300
3036,592794,21615
3039,630988,22888
3042,628832,23413
3045,699546,23413
3048,648967,23413
3051,562238,21623
3054,678707,22896
3057,3095636,22896
3060,588014,23421
3063,646935,22232
3066,640285,22223
3069,723031,23441
3072,644752,23441
3075,718860,22210
3078,691023,22903
3081,691448,22738
3084,1250166,22893
3087,613821,23447
3090,574035,22922
3093,688328,23608
3096,629388,21048
3099,625229,22321
3102,653033,21615
3105,4371168,23413
3108,693581,22875
3111,784679,23400
3114,657937,23426
3117,861268,22867
3120,623928,22909
3123,818515,22931
3126,593229,22867
3129,4180408,23392
3132,615188,21643
3135,606900,22210
3138,662442,23428
3141,601449,21063
3144,642753,23441
3147,537740,23441
3150,660737,22846
3153,711464,23435
3156,620763,23392
3159,856776,23392
3162,578033,22854
3165,585102,23379
3168,614447,21063
3171,613454,22874
3174,614292,22210
3177,778499,23441
3180,4227802,22903
3183,748749,21042
3186,669486,22882
3189,635471,23407
3192,586154,21609
3195,690690,23420
3198,624270,23420
3201,604960,22295
3204,22657630,23387
3207,8693517,23387
3210,573792,21589
3213,8127935,22799
3216,634807,23345
3219,611050,22799
3222,10480613,23366
3225,1956599,22135
3228,592544,22135
3231,10442435,22135
3234,585067,22848
3237,748247,22848
3240,619991,23415
3243,742588,23033
3246,10993843,21586
3249,1368922,22174
3252,10743255,23405
3255,6975006,23392
3258,787816,22830
3261,714645,23384
3264,3785902,22880
3267,732285,22174
3270,707606,22867
3273,597208,23375
3276,734483,21614
3279,647748,22181
3282,758590,22895
3285,623133,21055
3288,742834,23404
3291,702410,22369
3294,625441,22369
3297,709101,21705
3300,647806,22944
3303,681215,23153
3306,815019,21083
3309,610057,22349
3312,624804,21685
3315,735450,22378
3318,743216,22378
3321,753515,22903
3324,608591,20566
3327,841197,22377
3330,737553,21713
3333,685686,22945
3336,743376,22343
3339,549851,22343
3342,623727,22889
3345,624265,21658
3348,633850,21658
3351,752222,22931
3354,3657879,22931
3357,669713,23456
3360,579655,22903
3363,598723,22539
3366,593809,22369
3369,620729,22398
3372,591174,22398
3375,1197310,22923
3378,966212,22923
3381,651318,22882
3384,599304,23449
3387,11086844,22218
3390,643866,22218
3393,562861,23118
3396,632681,22944
3399,716753,22238
3402,613266,22931
3405,683721,23456
3408,594064,22908
3411,704399,23462
3414,602936,22937
3417,843549,23462
3420,768902,22924
3423,568181,23657
3426,744223,22895
3429,623741,22231
3432,556050,23449
3435,609542,21084
3438,581707,22937
3441,1320022,22882
3444,685442,22882
3447,603581,22911
3450,712489,23436
3453,754486,23484
3456,660508,23407
3459,14860206,22890
3462,724694,21050
3465,591202,22903
3468,653788,22197
3471,679353,23428
3474,607895,22890
3477,592956,23464
3480,636320,21099
3483,1535508,22288
3486,682533,23422
3489,1422779,21624
3492,673749,22889
3495,839337,22225
3498,796921,22918
