Size,Time,Instructions
3170000,10208486,1275079
3175000,12233703,1307070
3180000,11836417,1289757
3185000,11913014,1279593
3190000,11486865,1292154
3195000,516664,1282470
3200000,273898598,1304476
3205000,658604,1291789
3210000,12587652,1255508
3215000,20759219,1270563
3220000,9732343,1318148
3225000,636931,1283814
3230000,544346,1327779
3235000,11856739,1254238
3240000,579780,1300296
3245000,498656,1270005
3250000,12042554,1276538
3255000,29858119,1272065
3260000,11910571,1343101
3265000,490719,1281505
3270000,549116,1294597
3275000,57262889,1264704
3280000,594515,1259800
3285000,12772204,1315293
3290000,11558163,1297503
3295000,12567530,1306805
3300000,11079431,1304863
3305000,12413566,1287543
3310000,625204,1268757
3315000,517879,1299604
3320000,11548570,1298250
3325000,372183349,1314258
3330000,2225186,1309050
3335000,13191088,1286021
3340000,534877,1253630
3345000,564775,1312737
3350000,11940665,1284475
3355000,32073776,1274389
3360000,534404,1300752
3365000,11477683,1253730
3370000,560077,1291205
3375000,20697968,1318862
3380000,10238666,1264713
3385000,16961021,1305071
3390000,12020578,1312797
3395000,11978356,1258938
3400000,12419209,1296497
3405000,512595,1284361
3410000,12691008,1275552
3415000,35090558,1280182
3420000,15126603,1303588
3425000,532199,1284918
3430000,828428472,1291810
3435000,591946,1316851
3440000,715227,1291463
3445000,547725,1268411
3450000,13488224,1329641
3455000,581935,1270062
3460000,543484,1278919
3465000,13242276,1268012
3470000,30704483,1283479
3475000,12995269,1303033
3480000,1148076,1289197
3485000,693090,1284271
3490000,13570579,1288859
3495000,615926306,1314715
3500000,13044047,1298773
3505000,8204254,1320511
3510000,670745871,1289525
3515000,689401,1273375
3520000,544057,1312666
3525000,14138209,1261541
3530000,12750508,1257873
3535000,10586112,1329299
3540000,12544109,1271389
3545000,658552,1285940
3550000,1325274523,1293765
3555000,14105178,1291763
3560000,593400,1289735
3565000,12797184,1279614
3570000,519000,1276378
3575000,12467489,1284127
3580000,30381437,1291742
3585000,1333732,1289083
3590000,12864003,1282870
3595000,35172690,1279915
3600000,28477472,1276956
3605000,15431914,1297481
3610000,12611543,1270805
3615000,12928610,1287284
3620000,645323,1286207
3625000,27155120,1297081
3630000,34534390,1277653
3635000,11776265,1272762
3640000,475687,1311380
3645000,640692,1274467
3650000,13164237,1295838
3655000,561638,1299842
3660000,13190880,1249952
3665000,545537,1325082
3670000,473017,1266665
3675000,595361,1328638
3680000,11901200,1306922
3685000,29820229,1315662
3690000,13280385,1325182
3695000,541333,1267891
3700000,598578,1317050
3705000,13613189,1306154
3710000,565394,1310477
3715000,12783232,1281887
3720000,12186050,1281021
3725000,12079927,1313306
3730000,13687645,1269123
3735000,544980,1336901
3740000,508059,1298038
3745000,12043618,1251530
3750000,548465,1280213
3755000,16907266,1333665
3760000,499415,1319475
3765000,12537400,1340229
3770000,231967305,1272331
3775000,594044,1276435
3780000,25582289,1329875
3785000,577541,1263928
3790000,612578,1262582
3795000,545726,1289157
3800000,10979642,1255960
3805000,11847266,1298040
3810000,627054707,1262608
3815000,16068834,1282808
3820000,754905,1307201
3825000,606732,1262242
3830000,649067,1277933
3835000,15246184,1307785
3840000,596839,1274767
3845000,396514416,1265366
3850000,804207,1285493
3855000,2113074,1327524
3860000,659333,1329591
3865000,13309432,1317736
3870000,691066,1283894
3875000,676523,1296717
3880000,12771648,1251649
3885000,578229,1257027
3890000,12702640,1289097
3895000,599347,1264188
3900000,40231226,1289655
3905000,615427,1279453
3910000,13588442,1298545
3915000,15063126,1261680
3920000,1844482407,1278392
3925000,1350327436,1327634
3930000,14133083,1258789
3935000,17095161,1277597
3940000,38290277,1314994
3945000,13802844,1272504
3950000,3352732,1305851
3955000,665805,1328340
3960000,13932667,1288314
3965000,584780816,1263135
3970000,679656,1284759
3975000,14417018,1271829
3980000,14527733,1280970
3985000,593530,1269709
3990000,706834,1297805
3995000,586061,1284002
4000000,1387483,1264104
4005000,33559783,1306569
4010000,615816,1265843
4015000,12541408,1311332
4020000,514356,1253731
4025000,12417073,1301397
4030000,268311369,1264123
4035000,13200315,1249230
4040000,15292937,1337710
4045000,24107823,1307898
4050000,39079571,1291268
4055000,15477793,1321889
4060000,749068,1289756
4065000,12090369,1261104
4070000,13361494,1296607
4075000,16351786,1312081
4080000,602465,1306701
4085000,175829346,1257855
4090000,13199106,1275756
4095000,12093876,1268976
4100000,8455354,1326966
4105000,571394,1291871
4110000,66271104,1312375
4115000,12612122,1270329
4120000,31450740,1292502
4125000,12982507,1259330
4130000,598795,1267019
4135000,11400690,1256260
4140000,12587641,1265868
4145000,11309062,1264536
4150000,12722777,1262682
4155000,22156660,1259856
4160000,257947487,2091408
4165000,564004,2048330
4170000,12555104,2116091
4175000,12073695,2179528
4180000,13140681,2008563
4185000,12800335,2110587
4190000,13868592,2172886
4195000,12910834,2184934
4200000,12738688,2098599
4205000,2929771,2183502
4210000,1540969,2111324
4215000,16913613,2102474
4220000,577960,2045855
4225000,12580007,2096894
4230000,13624108,2141207
4235000,12603457,2037428
4240000,12210882,2137165
4245000,725672052,2054569
4250000,31816749,2164206
4255000,13514166,2053506
4260000,575334,2135433
4265000,12665821,2108048
4270000,540376,2081131
4275000,11444491,1950491
4280000,12695590,2031520
4285000,636160,2023486
4290000,748076,2014432
4295000,12377099,2010421
4300000,11082947,2053902
4305000,14386618,2005016
4310000,785291,2073973
4315000,29108133,2063245
4320000,12904645,2054863
4325000,25219239,2017246
4330000,12293316,2122739
4335000,522671,2067481
4340000,11122337,2108030
4345000,13324884,2035730
4350000,14243798,1977969
4355000,531102,2033866
4360000,13370240,2118936
4365000,621847,2068164
4370000,13033835,2050519
4375000,530621,2047314
4380000,12980842,2044981
4385000,592037,2007872
4390000,559662,2010049
4395000,21966539,2088015
4400000,620057,2019612
4405000,37994961,1994833
4410000,14622054,2112603
4415000,12479850,2037430
4420000,12251631,1993800
4425000,12338126,2051071
4430000,501508,1257368
4435000,522853,1277998
4440000,13066760,1275491
4445000,5092944,1296668
4450000,546114,1301801
4455000,612985,1287557
4460000,12943210,1267820
4465000,12886974,1322420
4470000,483599,1300171
4475000,12554750,1244831
4480000,12052023,1255836
4485000,14014415,1275892
4490000,13244433,1269879
4495000,520414299,1292673
4500000,11967603,1303071
4505000,13463669,1251355
4510000,10677059,1274689
4515000,12124758,1279686
4520000,753638,1263158
4525000,17813176,1296771
4530000,12234237,1293801
4535000,14079551,1298061
4540000,690652,1315520
4545000,378479564,1310157
4550000,14197882,1319963
4555000,611683,1291191
4560000,17944582,1301104
4565000,1897587,1292774
4570000,887767,1325325
4575000,15184772,1242834
4580000,35859134,1291355
4585000,37403545,1238582
4590000,698201,1300850
4595000,29521252,1272623
4600000,34170087,1251536
4605000,30518650,1303296
4610000,12949023,1305826
4615000,12779619,1318408
4620000,32649361,1322973
4625000,530845,1290203
4630000,11644354,1266730
4635000,12349269,1259670
4640000,12785156,1319232
4645000,581179,1309735
4650000,11910540,1283928
4655000,522861,1324487
4660000,508014,1313544
4665000,12828315,1282993
4670000,33798695,1286612
4675000,12684492,1298079
4680000,684608,1260047
4685000,724858212,1274654
4690000,618210,1290530
4695000,33238832,1292589
4700000,585852,1311734
4705000,13504365,1322605
4710000,12222076,1338453
4715000,450286,1272771
4720000,11755237,1265265
4725000,11785023,1316634
4730000,645988,1318918
4735000,681192,1260058
4740000,11342247,1284334
4745000,486984,1276182
4750000,10651882,1310667
4755000,13078780,1265053
4760000,11731375,1285127
4765000,613934,1280765
4770000,12755994,1247377
4775000,544445,1318659
4780000,10911572,1312664
4785000,10467232,1284244
4790000,10397618,1322933
4795000,466862,1301546
4800000,30304599,1317909
4805000,11845371,1302089
4810000,422897252,1317210
4815000,11974638,1293182
4820000,425562,1313632
4825000,11202255,1272336
4830000,11729055,1259147
4835000,28087147,1301071
4840000,672305,1295060
4845000,11867179,1282970
4850000,12008235,1321656
4855000,12902726,1321877
4860000,427408,1265171
4865000,10703336,1327694
4870000,10993752,1250060
4875000,10312477,1274015
4880000,12526001,1316752
4885000,11313411,1289453
4890000,11928144,1306543
4895000,10183467,1294640
4900000,513013,1270465
4905000,28424436,1261180
4910000,11574828,1256006
4915000,485925,1284365
4920000,9687222,1268014
4925000,10686453,1304057
4930000,27201158,1331207
4935000,9798564,1347742
4940000,10192816,1270615
4945000,10772822,1321575
4950000,10286342,1268649
4955000,12816965,1266490
4960000,11459467,1291414
4965000,9478079,1293605
4970000,447310,1298910
4975000,25451920,1273497
4980000,448184,1323349
4985000,10191163,1241014
4990000,514368,1292639
4995000,10246508,1263240
5000000,426090,1307831
5005000,930410756,1329857
5010000,10413800,1305168
5015000,26511251,1304643
5020000,10334148,1293885
5025000,11212949,1303584
5030000,10931704,1313529
5035000,13094779,1273098
5040000,12496175,1329715
5045000,27165915,1301735
5050000,12237946,1340052
5055000,28641860,1308523
5060000,11758390,1291905
5065000,10880140,1304104
5070000,491521,1331753
5075000,480688,1291649
5080000,12005137,1306788
5085000,10596277,1348155
5090000,11498927,1279363
5095000,12205916,1274614
5100000,11986534,1272951
5105000,2732888,1307182
5110000,454530,1286448
5115000,12380914,1357767
5120000,421713,1260034
5125000,525655,1311395
5130000,11131074,1290333
5135000,503872,1284018
5140000,11668268,1334661
5145000,8548628,1324497
5150000,8913748,1283097
5155000,11404026,1298461
5160000,10352607,1298072
5165000,24774349,1298249
5170000,11988336,1314159
5175000,10310606,1278567
5180000,12637201,1319290
5185000,428118,1287245
5190000,11822268,1306536
5195000,1735075,1262933
5200000,11054661,1327176
5205000,561515,1315389
5210000,9327513,1293020
5215000,9790341,1269638
5220000,11671705,1262110
5225000,12402967,1335481
5230000,9850254,1319003
5235000,27355796,1292766
5240000,12052219,1306681
5245000,9629902,1275242
5250000,12488222,1293330
5255000,9370133,1325962
5260000,11778572,1279849
5265000,12080655,1289698
5270000,12005227,1313518
5275000,595609,1342378
5280000,596078,1296662
5285000,10744643,1321297
5290000,458132,1332004
5295000,453275,1319316
5300000,12406097,1295831
5305000,5553411,1314049
5310000,459887,1305978
5315000,436037,1294731
5320000,469504,1315750
5325000,12097035,1323619
5330000,512015,1318453
5335000,12024152,1319238
5340000,10343664,1257071
5345000,12400800,1301948
5350000,12676143,1301067
5355000,486636,1294014
5360000,434102,1323739
5365000,12727895,1335629
5370000,1182972,1299241
5375000,11215453,1335807
5380000,11865276,1271253
5385000,475424,1270050
5390000,12108414,1273380
5395000,428315,1347095
5400000,11179152,1314445
5405000,466874,1267707
5410000,31020978,1310185
5415000,12070292,1322467
5420000,11968260,1301091
5425000,10706134,1289531
5430000,12352433,1322986
5435000,511000,1328108
5440000,479350,1320180
5445000,12149871,1280353
5450000,22040803,1276216
5455000,10984685,1340319
5460000,9479207,1310516
5465000,11466677,1321686
5470000,9726843,1286188
5475000,601957,1267059
5480000,435527,1303383
5485000,29490119,1287354
5490000,12031931,1270702
5495000,23833982,1284801
5500000,13150958,1301759
5505000,13075957,1341617
5510000,592398,1325887
5515000,12305901,1275956
5520000,11279814,1281093
5525000,12656531,1326657
5530000,10109776,1290070
5535000,10335227,1305131
5540000,1740380,1267453
5545000,9273368,1290424
5550000,22305129,1286249
5555000,428355,1325158
5560000,10332526,1278932
5565000,498522,1305987
5570000,12469082,1324034
5575000,1057306,1278171
5580000,29821781,1311367
5585000,23364157,1320080
5590000,469845,1288521
5595000,10574321,1297544
5600000,474271,1335630
5605000,13613306,1304057
5610000,12189721,1299481
5615000,12137160,1332931
5620000,11715704,1291264
5625000,511275,1330353
5630000,11904562,1289678
5635000,415294,1316974
5640000,472122,1312929
5645000,510258,1274721
5650000,486068,1290503
5655000,27539466,1326221
5660000,12668066,1295450
5665000,12428251,1347279
5670000,10883411,1271058
5675000,416013,1288510
5680000,10170056,1300305
5685000,30126321,1277017
5690000,12855900,1335034
5695000,44881845,1332051
5700000,9945103,1335945
5705000,10770474,1258470
5710000,378316,1335586
5715000,9305119,1278544
5720000,12070744,1320129
5725000,10474630,1274716
5730000,206426843,1278409
5735000,525797,1324133
5740000,139196526,1306040
5745000,9584741,1306354
5750000,420629,1288592
5755000,519297,1325239
5760000,426162,1339157
5765000,541037,1305432
5770000,12344697,1336273
5775000,433635,1344443
5780000,508780,1325572
5785000,501815,1289804
5790000,12525115,1334254
5795000,502125,1300420
5800000,479874,1340896
5805000,13177091,1330261
5810000,28014502,1272553
5815000,457922,1296163
5820000,12639392,1278203
5825000,12421063,1315154
5830000,11520964,1328258
5835000,493256,1298971
5840000,490786,1277658
5845000,12590264,1289562
5850000,511011,1273879
5855000,12587350,1301746
5860000,445634,1313662
5865000,12453227,1302489
5870000,10565291,1326095
5875000,454485,1305035
5880000,1470116,1327359
5885000,12485879,1287923
5890000,10533534,1329094
5895000,438966,1336098
5900000,10539596,1297651
5905000,12983559,1311463
5910000,12152225,1316255
5915000,10474377,1297645
5920000,12365553,1341328
5925000,11095158,1279788
5930000,573775,1283570
5935000,11486614,1286813
5940000,11910427,1291987
5945000,9790618,1300727
5950000,10102513,1268405
5955000,12484969,1323100
5960000,10493419,1293884
5965000,490407,1319342
5970000,10909202,1317043
5975000,11721705,1316172
5980000,424238,1319057
5985000,10627272,1275684
5990000,458171,1302482
5995000,491099,1299222
6000000,12443310,1343761
6005000,30507619,1293624
6010000,11099991,1270753
6015000,10530857,1314332
6020000,9464659,1343158
6025000,11357372,1283989
6030000,9325208,1286770
6035000,10170391,1291018
6040000,11132201,1307209
